"title","rating","date","text","route","scope","class"
"Penerbangan yang mengesankan","50","Desember 2017","Anak perusahaan dari Garuda Indonesia ini memiliki pelayanan yang tidak jauh dari saudaranya, saya terbang untuk liburan ke Denpasar menggunakan Citilink dan merasakan kenyamanan yang sangat fantastic, cabin crew yang ramah dan dapat memberikan informasi yang tepat dan jelas.","Jakarta - Denpasar","Asia","Economy"
"Ontime Banget","40","Januari 2018","Saya naik pesawat pkl 18.20 dari Bandara Hang Nadim Batam.. Pukul 17.50 sudah diminta naik pesawat dan pesawat take off ontime jam 18.20 sehingga saya bisa tiba di jakarta landing sekitar pukul 20 kurang sedikit. Saya puas dengan ketepatan waktunya. Namun dari sisi makanan, harga yg dijual 2-3 kali lipat harga di luar Misal nasi goreng sekitar Rp 65 ribu. Mungkin bisa dikurangi lagi harga makanan dan minumanya.","Batam - Jakarta","Domestic","Economy"
"Pulang Kampung with Citilink","40","Desember 2017","Dulu pertama kali naik citilink sebenernya ga suka. Ga suka karena Jarak antar kursi itu rapet rapet banget. susah banget buat gerak. Dan kemaren pas mau pulang saya pilih naik citilink lagi dari pada saya naik yg suka delay hehehe. Nah pas didalam pesawat berasa ada yang berbeda, jarak antar kursinya agak luas dan terlalu dempet banget. Keren deh, Pelayananya juga bagus.","Jakarta - Pekanbaru","Domestic","Economy"
"Best LCC di Indonesia","50","Desember 2017","Salah satu maskapai LCC terfavorit. harga memang di atas rata-rata maskapai LCC lainnya, tetapi kebersihan kabin dan pelayanan pramugari masih lebih baik dibanding maskapai lainnya. Pesawat relatif baru, dan buku bacaan yang disediakan juga bermanfaat.  Salah satu hal minus adalah kita tidak dapat memilih kursi pada saat web check in. Mungkin ini perlu ditingkatkan ke depannya.","Pontianak - Jakarta","Domestic","Economy"
"Ontime","40","Januari 2018","Kesan pertama yang didapat untuk penerbangan kali ini adalah ketepatan waktu. Untuk Layanan tidak ada yang terlalu special. Bisa dipesan melalui web Garuda Indonesia juga. Untuk harga cukup bersaing dengan LCC lainnya.","Jakarta - Pontianak","Domestic","Economy"
"Citilink dan Terminal 1C CGK","40","Januari 2018","Penerbangan menggunakan Citilink dari Jakarta ke Surabaya diberangkatkan dari terminal IC. Terminal ini cukup bagus karena memiliki rest area yang bisa digunakan untuk tidur. Namun, kekurangannya adalah terminal 1C memiliki sedikit tempat charging HP. Beda dengan terminal sebelahnya dimana kita bisa mendapatkan colokan untuk charging HP yang berada di bawah tempat duduk kita. Untuk jadwal, Citilink memiliki sedikit jadwal terbang dibandingkan maskapai LCC singa udara sehingga kurang fleksibel. Meskipun demikian, penerbangan Citilink termasuk yang on-time kecuali pesawat yang bermasalah yang menyebabkan pindah pesawat. Untuk anda yang kecapekan karena perjalanan jauh dan membutuhkan penerbangan yang on-schedule, Citilink bisa dipertimbangkan.","Jakarta - Surabaya","Domestic","Economy"
"Citilink penerbangan murah yang ekslusif","50","Januari 2018","Sebagai salah satu penerbangan LCC, Citilink adalah alternatif terbaik. Sebagai anak usaha Garuda, Citilink melayani berbagai rute dengan harga yang terjangkau. Pelayanan juga bagus, ada TV, ada makanan minuman (walaupun beli). Jarang ada delay. Pendaratan juga terasa paling mulus","Pekanbaru - Jakarta","Domestic","Economy"
"ontime","50","Oktober 2017","saya menggunakan citilink sekitar 3 kali dan semuanya on time alhamdulillah nggak ada delay, udh gitu stiap mo landing ada pantunnya jg lagi, hrg makanan jg yaa nggak terlalu mahal === landingnya jg smooth === kerennn deh citilink === hrg mrh tapi nggak murahan","Jakarta - Lombok","Domestic","Economy"
"Bintang Lima Ekonomi","50","November 2017","Saya salah satu pelanggan setia citilink, karena maskapai ini sangat konsisten dalam memberikan pelayanan ke customernya. Harga sangat terjangkau dan yang paling saya suka ontime performance nya. Maju terus Citilink.","Jakarta - Surabaya","Domestic","Economy"
"traveling and good airlines","40","Juni 2017","selain menyediakan kelas bisnis , nggak kalah menarik dengan kelas ekonomi yang menyediakan pilihan pesanan dalam penerbangan dan tambahan lain, selain awak kabin yang ramah dan profesional , kelas maskapai patut di acungi jempol dan tingkat kepuasan penumpang di utamakan. nex airlines to nex trip","Jakarta - Surabaya","Domestic","Economy"
"Aman dan nyaman","30"," ","Terbang sekitar 2 jam ke balikpapan terasa cepat. Pramugari mengawali suasana terbang dengan pantunnya. Ada rasa kuatir dg cuaca, tapi syukurlah.. burung besi citilink terbang dg stabil, melewati awan demi awan dengan aman. Hanya..makanan yg dijual di pesawat tidak dapat direkomendasikan. Rasa kue lumpur yg sudah dipanaskan ulang terasa tidak enak, dan berbau turbin pesawat. Semoga kedepannya citilink rajin mengecek kwalitas makanan yg ditawarkan.","Yogyakarta Region - Balikpapan","Domestic","Economy"
"Cheap but good flights","50","Desember 2017","Sudah sering sekali pakai Citilink kalau dinas luar kota. Pramugari/ra ramah, lucu dan menyenangkan. Selalu tepat waktu. Anak perusahaan Garuda Indonesia, jadi bisa pakai Garuda Miles...hehehehe. Semoga Citilink semakin maju.","Jakarta - Denpasar","Asia","Economy"
"Penerbangan yang penuh keraguan","30","Desember 2017","Secara umum, pelayanan dari maskapai ini cukup memuaskan dari terbang hingga mendarat di tempat tujuan. Yang saya masih bingung, ada beberapa yang masih mengidupkan ""telepon pintarnya"" pada saat terbang. Sebenarnya apakah pada saat terbang ""telepon pintar"" itu harus dalam keadaan ""off"" atau cukup menggunakan mode ""terbang"" saja. Pramugari mondar-mandir dari depan ke belakang dan sebaliknya tetapi tidak menegur. Apakah boleh ya????","Balikpapan - Surabaya","Domestic","Economy"
"Maskapai Penuh PAntun","40","Januari 2018","Terbang bersama Citilink kalau didengarkan dengan serius instruksi dari awak kabin, selalu diakhiri dengan pantun, Good Job","Balikpapan - Makassar","Domestic","Economy"
"Ontime yang murah","50","Januari 2018","harga terjangkau, belum pernah mengalami delay selama saya naik citilink, kursi sangat empuk, cabin crew yg ramah","Jakarta - Surabaya","Domestic","Economy"
"Tepat waktu...","40","Desember 2017","Waktu boarding on time tapi sayang waktu antrian untuk take-off lama. Kru kabin ramah dan cukup cekatan. Antrian untuk drop-off bagasi juga cepat.","Jakarta - Surabaya","Domestic","Economy"
"Pertama kali naik Citilink","40","Maret 2017","Ini pertama kali saya naik Citilink, lumayan lah pesawatnya enak dan mendarat dengan sangat mulus sampai tidak terasa. Kualitas kursi penumpang sangat baik, tidak heran karena anaknya Garuda Indonesia. Saya juga dapat cemilan berupa roti dan air mineral.","Jakarta - Padang","Domestic","Economy"
"Pelayanan Ramah","50","Desember 2017","Maskapai low budget ini selalu dilayani dengan staff yang sangat ramah dan sangat membantu. Untuk ketepatan waktu alhamdulillah selalu tepat waktu untuk take off dan landing. Sayangnya sejak 27 Oktober 2017 memilih tempat duduk di citilink ini dikenakan biaya.","Jakarta - Kupang","Domestic","Economy"
"Delay membawa berkah","40","Januari 2018","Sampai di Banda Aceh on time, tapi pas balik aku telat, nyampe bandara udah waktunya take off seharusnya. Tapiiii...beruntung banget sampe di desk check in mba nya senyum manis bilang kalo pesawat delay 50 menit, horee dah..pengen nangis..:))","Medan - Banda Aceh","Domestic","Economy"
"Tepat Waktu dan Mendarat Lebih Cepat","40","Januari 2018","Penerbangan kali ini cukup memuaskan. Masuk pesawat tepat waktu dan mendarat lebih cepat dari jadwal. Didalam penerbangan ini, pramugari menjual makanan dan souvenir. Saat mendarat juga mulus dan lancar. Saya dapat seat nomor 2 jadi naik dan turun pesawat menjadi lebih cepat.","Denpasar - Jakarta","Southeast Asia","Economy"
"Ontime","40","Desember 2017","Penerbangan dari bandara Halim ke Denpasar cepat, mendarat lebih cepat dari jadwal. Penerbangan kali ini dalam keadaan cuaca kurang baik. Banyak turbelensi kecil. Dalam penerbangan ada penjualan makanan dan souvenir khas Citilink. Saya mendapat kursi di pinggir pintu darurat jadi ruang kaki lebih besar.","Jakarta - Denpasar","Asia","Economy"
"Maskapai LCC terbaik di Indonesia","40","Desember 2017","Saya memilih Citilink karena pengalaman sebelumnya. Check in cepat, boarding efisien, pelayanan pramugari sangat baik dan paling penting penerbangan on time tidak ada delay. Ground staff dan cabin crew sangat membantu penumpang dan selalu tersenyum. Citilink jauh lebih bagus daripada airline LCC lain","Jakarta - Surabaya","Domestic","Economy"
"Lumayan","30","September 2017","Pesawatnya lumayan,harga sesuai, tapi pas mau check in web kalau mau pilih kursi, musti bayar lagi, padahal pesawat lain enggak loh fufufu kenapa begitu??","Jakarta - Pekanbaru","Domestic","Economy"
"delay nya bikin nyaris ketinggalan kereta","40","Desember 2017","jadwal jam 14 sekian, tapi karena alasan operasional molor nyaris sampai jam 4 sore. sebenarnya alasan operasional ini lebih karena pesawat belum dateng dari jakarta. duh jadi lumayan lama nunggu nya. mana pas penuh penumpang sampai-sampai bawaan kabin dibatasi. overall sih oke aja. hanya suara bising pesawat pas landing cukup mengagetkan. biasanya naik citilink sih engga gitu. entah kenapa kmrn seperti itu.","Batam - Jakarta","Domestic","Economy"
"Nyaman","40","Agustus 2017","Mungkin karena dibawah garuda, jadi nyaman juga naik citilink, kalau kehabisan tiket garuda ya naiknya citilik, apalagi sekarang point garudamiles bisa dipakai untuk penerbangan citilink","Yogyakarta Region - Balikpapan","Domestic","Economy"
"Beli Kursi","30"," ","Terbang dengan citilink cukup menyenangkan karena tepat waktu. Pada penerangan ini saya membeli kursi untuk duduk di row 3, pelayanannya mendapatkan minuman panas atau air muneral dan ditambah 1 cup popmie.","Balikpapan - Surabaya","Domestic","Economy"
"Pelayan ramah","30","Desember 2017","Pelayanan ramah dan gak ribet. Ontime. Namun jarak bangku terlalu sempit untuk sekelas citilink. makan dan Minum pun harus beli.","Jakarta - Tarutung","Domestic","Economy"
"Maskapai hijau indonesia","40"," ","Maskapai anak perusahaan Garuda Indonesia ini, cukup bagus seperti saudaranya (garuda indonesia),,dan untuk menikmati penerbangan bersama maskapai ini harganya juga lebih terjangkau,,jd jika mau pelayanan seperti garuda indonesia tp dgn harga murah,,yaa inilah solusinyaa,,tp nga dapat snack yaa tp jgn kuatir krn mereka menyediakan makanan yg bisa kita beli kook","Ambon - Surabaya","Domestic","Economy"
"Lega","50"," ","Ukuran kenyamanan (minimal) adalah lebar kursi dan jarak antar kursi (depan belakang). Terbang dr Jakarta menuju Malang dg pesawat Air bus A320 tidak terasa capek. Posisi kursi 3 kiri 3 kanan kabin. Kompartemen bagasi besar. Jadwal penerbangan agak mundur sedikit tapi masih dalam batas toleransi.","Jakarta - Malang","Domestic","Economy"
"maskapai low budget yang baik","40","Oktober 2017","Citilink adalah pilihan saya dalam perjalanan domestik dengan budget yang murah . armada Citilink semuanya menggunakan jenis pesawat Airbus A320 pesawat dengan nuansa warna hijau muda ini adalah anak perusahaan dari Garuda Indonesia  pernah cara pengucapan aturan keselamatan dan greeting kepada penumpang diucapkan dalam bentuk Pantun, sangat menarik  sampai saat ini saya belum pernah mengalami delay menggunakan Citilink.  sayangnya tujuan Citilink di Indonesia belum begitu banyak  good job","Jakarta - Denpasar","Asia","Economy"
"Murah, Tepat Waktu","40","Desember 2017","Yang paling menyenangkan ketika naik Citilink adalah skedul hampir selalu tepat dan harga yang murah.  Namun saya tidak mengerti setiap setelah naik Citilink hampir selalu terkena jet lag, padahal tidak pernah mengalami ketika naik maskapai yang lain.","Denpasar - Surabaya","Southeast Asia","Economy"
"Penerbangan","50","Desember 2017","Saya sangat senang terbang dengan citilink karena pesawat nya bersih dan pramugarinya sangat ramah dan sopan kepada penumpang , dan penerbangan selalu tepat waktu .","Jakarta - Medan","Domestic","Economy"
"Maskapai Low Budget dengan Pelayanan Ramah","30","Desember 2017","Suka dengan Citilink karena ada penerbangan menuju ke Halim, pelayanan dan staf yang ramah. Alhamdulilah selalu tepat waktu terbangnya, tapi no free meal dan entertainmentnya pun tdk ada. bisa check in online dan memilih kursi yang diinginkan tapi tetap ada tambahan biayanya.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Tepat waktu dan pelayanan ramah","40"," ","Jarang banget pke citilink kena delay.. Alhamdulilah pas dapet tepat waktu.. Pramugari nya juga ramah ramah .so far so good sih ..ruang kaki juga lumayan lebar jadi enak.. Dan lumayan daoet tambahan poin kalo naik citilink..","Tasikmalaya - Jakarta","Domestic","Economy"
"Nyaman terbang dengan pesawatnya CITILINK","40","November 2017","Dari dulu suka dengan Citilink karena pesawatnya baru semua. Apalagi tipe Airbus, ruang kakinya luas sehingga nyaman dan jika ada penumpang lain mau ke toilet tidak berdesakan atau keluar lorong.  Kelebihan: 1. tempat duduk yang nyaman dan ruang kaki yang lebar 2. pesawat masih baru 3. Pramugari yang ramah dan siap membantu 4. dapat mendengar pantun indonesia disini :)  kekurangan: 1. tiap ada free meal, semua harus memesan seperti di air asia 2. entertainment nya tidak ada.","Yogyakarta Region - Balikpapan","Domestic","Economy"
"Salah satu penerbangan yang saya suka","40","November 2017","Penerbangan kelas ekonomi yang selalu tepat waktu. Pilot Handal. Pramugari sangat ramah, bahkan membuat saya tertawa tentang makanan. Tersedia di Bandara Halim juga. Tapi kalo ada VVIP, harus sabar. Bisa delay 1 jam. Bisa dimaklumi. Saya sangat mengandalkan Citilink.","Jakarta - Semarang","Domestic","Economy"
"Mesin check in yang sangat membantu","30"," ","Di jam-jam tertentu antrian di counter check in bisa sangat panjang. Tetapi mesin check in yang disediakan sebelum masuk area check in sangat membantu. Tapi sayangnya layanan ini hanya untuk penumpang tanpa bagasi. Bagi anda dengan bagasi masih tetap harus mengantri dia counter check in. On board service tak ada yang spesial.","Jakarta - Makassar","Domestic","Economy"
"Best LCC Airlines","40","November 2017","Selalu ada di prioritas pilihan pertama kalo bepergian ke mana-mana. Disamping harga nya yang murah, pelayanan terbaik, ditambah crew on board yang ramah. Yang terpenting sekarang adalah, untuk penerbangan dengan Citilink, bisa dapet poin garudamiles. Jaya selalu Citilink!","Jambi - Jakarta","Domestic","Economy"
"Aplouse dari penumpang untuk crew citilink (JOG-SGK)","40","November 2017","Setelah berangkat dari jakrta sempet delay, pulangnya tepat waktu. Di penerbangan baik pada saat take off dan landing sangat ramai (yang pasti mulus kok). Pengumuman oleh crew yang disampaikan secara informal (baik dengan pantun, gaya baca masa kini) namun tetap jelas sangat membuat pesawat riuh meriah. setiap selesai pengumuman, kami selaku penumpang selalu memberikan aplouse. Terima kasih citilink, lanjutkan!!!","Yogyakarta Region - Jakarta","Domestic","Economy"
"sempet delay, namun anding sangat mulus","30","November 2017","dari jadwal semula take off pukul 12.45 mundur menjadi 14.50an, pada awalnya petugas di bandara agak kurang jelas dalam melayani, namun akhirnya kami dapat snack sebagai kompensasi atas keterlambatan tersebut. di dalam pesawat relatif nyaman, namun tidak ada pengumuman versi pantun yang biasanya disampaikan oleh crew (mungkin karena sudah terlambat). Poin bagusnya adalah pada saat landing dimana di atas jogja sedang mendung tebal, pilot menerbangkannya dan landing dengan sangat nyaman.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Penerbangan Dengan Pantun","40","November 2017","Ini kesekian kalinya saya mempercayakan perjalanan saya dengan Citilink. Mungkin karena Citilink anak penerbangan dari Garuda, jadi saya agak percaya dengan reputasi dari Citilink. Biasanya kalau saya terbang dengan Citilink, tidak banyak yang bisa dilakukanya. Jadi hanya tidur, sampai sudah hampir tempat tujuan akan terbangun dengan sendirinya. Penerbangan kali ini, kurang begitu nyaman karena kursi yang diberikan hampir paling belakang, dan sempat 20-30 menit tidak bisa landing karena bergantian dengan pesawat lain atau pengaruh cuaca. Lumayan agak menjemukan selama menunggu antrian landing pesawat. Yang menarik dari Citilink, para pramuragari atau pilot akan memberikan pantun yang lucu-lucu setelah pesawat landed.","Jakarta - Denpasar","Asia","Economy"
"Pergi ke Solo dengan Citilink dari Halim Perdanakusuma","30","November 2017","Pergi ke Solo dengan Citilink dari Halim Perdanakusuma Citilink adalah maskapai bertarif rendah, anak perusahaan Garuda Indonesia Airline. Penerbangan Citilink rute Halim Perdanakusuma-Solo menawarkan harga tiket murah bebas biaya airport tax dan barang bagasi. Untuk tujuan Jakarta-Solo, pesawat yang digunakan adalah Airbus A320-200. Pada tahun 2017 Citilink mengoperasikan 45 armada Airbus A320-200 yang berkapasitas 180 penumpang. Pesawat dari Halim dengan flight QG-160 berangkat tepat waktu yaitu jam 6.20 dan tiba di Bandara Adi Sumarmo sekitar7.50. Pesawatnya cukup besar, meskipun satu set/deret tempat duduk terdiri atas 3 penumpang namun tempat duduk cukup lega dan tidak berdesakan. Penerebangan dengan Airbus agak kurang nyaman karena suara mesinnya yang menggelegar cukup mengganggu pendengaran. Namun take off dan landingnya cukup bagus karena nampaknya dikemudikan pilot yang berpengalaman. Dengan kecepatan 700 km/jam pada ketinggian 3000 kaki, saya cukup terkesan dengan pemandangan di sekitar puncak Gn. Merbabu yang indah. Citilink tidak menyediakan makanan dan minuman gratis, namun anda bisa membeli makanan ringan dan makanan utama, yang dapat dipesan terlebih dahulu sebelum terbang. Beberapa menu makanan yang dijual cukup beragam, misalnya menu sarapan seperti nasi uduk, nasi ulam rendang, hingga sajian ayam panggang dan spaghetti Bolognese, disamping itu juga tersedia aneka beverage dan snack. Silahkan mencoba penebangan Citilink Halim-Solo.","Jakarta - Solo","Domestic","Economy"
"Serba hijau","40"," ","Semia bangku kelas ekonomi dan tutup kepala warna hijau. Ada jualan makanan dan minuman di pesawat. Penerbangan ke tanjung pandan singkat. Banku cukup nyaman dan penuh karena longweekend. Pramugari dan pramugara ramah","Jakarta - Belitung Island","Domestic","Economy"
"Tepat Waktu, Dingin, Ramah","40","Desember 2017","Saya memilih Citilink karena jadwal keberangkatannya tepat waktu. Kalaupun delay, biasanya maksimal 30 menit. Saat masuk kabin pesawat, dingin. Maskapai lainnya yang murah biasanya panas dan suka telat. Layanan flight attendant juga ramah.","Surabaya - Jakarta","Domestic","Economy"
"Kelewat on time","30","Oktober 2017","Saya terbang dengan citilink SUB-DPS dengan jadwal penerbangan pukul 13:30. saya tiba di bandara juanda pukul 12.00, tapi pesawat sudah boarding. saya sedikit panik dan buru-buru karena saya pikir saya salah baca jam tapi ternyata tidak. tidak ada pemberitahuan sebelumnya bahwa jadwal akan dimajukan. padahal sebelumnya tidak pernah terjadi seperti ini.  saat pembagian makanan, meskipun saya tidak memesan makanan, tapi memperhatikan sekeliling saya. ada beberapa minuman yang habis stoknya. jadi beberapa penumpang terpaksa mengganti pesanannya.  namun demikian penerbangan tetap berjalan dengan lancar.","Surabaya - Denpasar","Asia","Economy"
"Penerbangan sesuai jadwal, harga murah tapi kualitas berkelas","40","November 2017","Saya memilih memakai citilink karena hotel tempat menginap dekat dengan bandara halim perdana kusuma","Yogyakarta Region - Jakarta","Domestic","Economy"
"Minim Delay","40","November 2017","pelayanan web checkin yang mudah sampai mencetak tiket pun mudah tidak dipersulit , senang dengan pelayanannya ramah , kursi dan kabin rapih , dan bersih , saya sangat suka karena maskapai ini jarang delay. dan pilot pun saat menyampaikan sesuatu selalu menggunakan pantun , di akhir kata pun pilot pakai pantun untuk kata - kata perpisahan saat kita turun , pramugragi juga ramah. tetapi ada hal yang kurang saya sukai ketika ingin memesan minuman yang tertera di menu , ternyata tidak semua ready.","Solo - Jakarta","Domestic","Economy"
"MURAH DAN NYAMAN","40","Oktober 2017","Minim delay, pelayanan baik, kursi rapi bersih dan tidak bau murah tapi bersih, nyaman, dan yang penting pesawat masih bagus","Surabaya - Jakarta","Domestic","Economy"
"Berputar-putar di udara","30","November 2017","Belum terlalu sering terbang dengan citilink. Beralih ke citilink dengan harapan akan lebih baik dari maskapai lain yang terkenal akan kebiasaan menunda jadwal penerbangan & menelantarkan penumpang.  Kali pertama menggunakan maskapai?  Tepat waktu, bersih, pesawat baru, berbeda dengan maskapai murah yang lain.  Kali kedua, penerbangan tujuan malang. Pesawat berputar-putar di udara mungkin hampir 1 jam. Setiap kali dikabarkan akan mendarat, lalu menanjak lagi. Sampai akhirnya dialihkan menuju Juanda, saya pikir akan diturunkan di sana, ternyata untuk mengisi bahan bakar.  Alasan berputar-putar? Karena landasan pacu mengalami keretakan. Pilot diminta mendarat berlawanan, tapi tak jadi, entah kenapa.  Pilot menyampaikan permintaan maaf, tapi penumpang minim informasi. Bertanya pada pramugari, informasi kurang, seperti ada yang ditutupi, komunikasi kepada penumpang kurang, kecuali penumpang yang bertanya.  Adalah hal biasa bagi awak kabin beserta pilot dengan kondisi di udara, berbeda dengan penumpang. Sebaiknya kondisi yang sedang dihadapi, dikomunikasikan untuk menenangkan, memberi kepastian pada penumpang tentunya dengan tidak melanggar kode etik atau SOP terkait penyampaian informasi.","Jakarta - Malang","Domestic","Economy"
"On Time","30","November 2017","Rata-rata penerbangan low cost, penumpang tidak bisa memilih seat tanpa biaya. Tapi penerbangannya on time dan awak kabin ramah.","Jakarta - Semarang","Domestic","Economy"
"murah tidak murahan","40","Juli 2017","harga tiket terbilang murah, penerbangan on time, take off dan landing halus bagai naik maskapai berkelas dan yang lebih mengesankan dengan pantun-pantunya","Yogyakarta Region - Jakarta","Domestic","Economy"
"Perjalanan muus dengan citilink","50","Juni 2017","Perjalanan dengan citilink tidaklah tersa dikarenakan nyamannya keadaan kabi citilin. Tempat duduk nyama, ruang kaki di atas rata-rata, hingga interior citilink yang terbilang baru juga menambah kenyamanan. Take off dan landing dari citilink juga mulus.Pelayanan saat di darat dan udara juga sangat baik.","Jakarta - Yogyakarta Region","Domestic","Economy"
"On time","30"," ","Penerbangan on time, awak kabin ramah (namun sayangnya sering kali seragam pramugarinya kurang rapi), perjalanan mulus. Seat sebagaimana penerbangan low cost, tdk terlalu nyaman & jarak antar seat yg dekat. Web check in yg bs memilih seat tanpa biaya.","Jakarta - Makassar","Domestic","Economy"
"Hemat, ramah, nyaman","40","September 2017","Berkali - kali saya naik citilink, khususnya penerbangan ini jarang sekali delay, bahkan nyaris tidak pernah, crewnya yang friendly, baik, dan peduli kepada lansia, serta menawarkan harga yang murah yang bikin nilai tambah di maskapai ini","Jakarta - Pekanbaru","Domestic","Economy"
"Harga dan pelayanan bagus","40","Oktober 2017","Harga sangat baik, dan pelayanan sangat profesional. Penerbangan terasa sangat aman. Hanya saja memang kursi terasa agak sempit dan tidak disediakan makanan.","Jakarta - Medan","Domestic","Economy"
"Penerbangan Pagi Jakarta - Pekanbaru","40","Oktober 2017","On time, setelah check in (disebelah Gate C1-C2) ada ruang untuk beristirahat dan ini benar0benar menolong saya untuk tiduran sejam sebelum penerbangan pagi (jam 5.25 pagi)","Jakarta - Pekanbaru","Domestic","Economy"
"maskapai dengan harga relatif terjangkau dengan servis yang memuaskan","40","November 2016","maskapai dengan servis yang memuaskan namun dengan harga yang relatif murah, apalagi dengan armada pesawat baru yang datang membuat maskapai ini punya nilai lebih, oh iya yang pasti citilink itu on time ya hehe.mungkin sedikit saran untuk maskapai ini akan lebih baik kalo setiap penerbangan diberikan snack hehe","Surabaya - Jakarta","Domestic","Economy"
"Maskapai Pantun","40","Agustus 2017","Afiliasi dari maskapai Garuda Indonesia yang terkenal dengan pantunnya di setiap awal penerbangan dan sebelum turun ... pesawat striping sama dengan Garuda namun berwarna hijau sesuai dengan seragam pramugari/pramugara yang terkesan kasual dan sporty Landing cukup mulus dan jadwal masih dalam skala aman delay-nya ... cukup layak untuk jadi alternatif penerbangan","Jakarta - Yogyakarta Region","Domestic","Economy"
"Budget airline with business service","50","September 2017","QG 852 departi CGK to DPS 04:40 PM  pesawat ini satu group dengan garuda indonesia jadi bisa di pastikan ketepatan waktu keberangkatannya >90% akurat dengan harga yang terjangkau sekali untuk kantong anda.  pelayanannya cukup memuaskan dan airline ini mengajarkan anda untuk menghargai waktu, karena jika telat sedikit saja anda check-in , barang anda sudah tidak dapat diterima untuk masuk dalam bagasi kecuali anda hanya membawa sedikit barang. Karena mereka memikirkan keseluruhan penumpang, tapi tenang anda tidak ada ditinggal pesawat ini begitu saja. Setiap keberangkatan mereka selalu mengkonfirmasi semua penumpang sudah berada dipesawat dan yang masih berada di ruang tunggu hingga semua clear, kecuali tamu telatnya keterlaluan ya no excuse. Good Job buat service airline yang satu ini.  untuk keterlambatan keberangkatan karena padatnya pesawat dilandasan udara harus dimaklumi.  Take-off dan landing aman, service nyaman.  semoga review saya bermanfaat untuk para pembaca.","Jakarta - Denpasar","Asia","Economy"
"Overall Standar","30","Juni 2017","Saya naik Citilink saat pulang mudik lebaran. Penumpang sudah boarding tetapi pesawat delay sekitar 1 jam. Pendaratan juga tidak mulus. Untuk service so far so goodlah. Standar. Kebetulan saya beli tiket tidak terlalu mahal karena dari jauh hari.","Jakarta - Pekanbaru","Domestic","Economy"
"Satu group dengan Garuda Indonesia","40","September 2017","Citilink merupakan satu group dengan Garuda Indonesia, untuk harganya sendiri lebih murah dari Garuda Indonesia, untuk kabinnya sendiri bersih, seat lebih sempit dibanding dengan Garuda Indonesia","Surabaya - Jakarta","Domestic","Economy"
"maskapai murah satu grup dengan Garuda Indonesia","40","Juni 2017","maskapai murah satu grup dengan Garuda Indonesia menawarkan harga tiket murah dan jadwal yang lebih ontime jika dibandingkan dengan maskapai sekelasnya. Pramugari dan pramugara relatif muda, AC dingin, dan tempat duduk cukup nyaman walaupun tidak bisa dibilang lega.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Cukup mengecewakan","20"," ","Dengan penerbangan CQ 860 tanggal 30 Sep 2017 ETD 10.50 wib mendapat seat 23A yang reclining seatnya bermasalah (tdk bisa tegak) ... dan terlihat kondisi sandaran tangan seat di depan saya dan seatbelt yg saya kenakan (lihat foto).  Berharap penerbangan tepat waktu, di infokan delay 30 menit, aktual delay 55 menit.  Dengan harga tiket relatif lebih tinggi dari maskapai dg fasilitas yg setara rasanya perlu berpikir ulang untuk pakai citilink lagi.","Jakarta - Balikpapan","Domestic","Economy"
"Maskapai murah ontime","40","September 2017","Maskapai murah masuk kategori low price yang selalu on time, tersedia juga paket makan minum di pesawat dengan membayar. Landing dan take off smooth. Kalau ada rute citilink bela-bela in ikut maskapai ini apalagi sekarang ada paket pesawat plus hotelnya...selamat berinovasi citilink pertahankan pelayanan","Banjarmasin - Jakarta","Domestic","Economy"
"Comfort Flight","40","Juli 2017","Landingnya asik....nggk serem, so smooth...verry safe flight, harga tiket juga terjangkau kabin pesawatnya besih nyamanlah pokoknya....","Yogyakarta Region - Pekanbaru","Domestic","Economy"
"Citilink adalah ""adik yang baik"" bagi Garuda Indonesia","40","Agustus 2017","Ini Kali pertama terbang dengan Citilink dari Halim Perdana K. Airport, Agustus 2017. Sebagai saudara Airline Bintang 5 Dunia ""Garuda Indonesia"", Citilink mampu menampilkan performance sangat baik dlm pelayanan yang dibawa oleh grounded staff dan flight attendants; cepat dan ramah. Hampir tepat waktu, kabin pesawat bersih dan jenis pesawat yg digunakan menunjang untuk memberikan penerbangan yang nyaman dan mulus. Setelah terbang beberapa kali dengan Citilink, dalam penerbangan Agustus tersebut saya baru menyadari bahwa Pilot Citilink melakukan cara menyapa yang apik dan menarik kepada penumpang, yaitu menggunakan salam keagamaan (sesuai dengan kepercayaan Pilot yg bersangkutan) --- ini sangat menarik bagi saya.. awesome !!","Jakarta - Padang","Domestic","Economy"
"Pilihan maskapai murah","50","April 2017","Kalau untuk travelling with familiy selalu pilih citilink. Selain karena termurah di kelasnya (dibandingkan dgn lion air dari segi kemudahan & safetynya) citilink juga melayani penerbangan dari halim which is mean kita bisa lebih dekat dari rumah. Pesawat masih baru & walaupun tidak ada entertainment nya seperti layar vidio atau meal like garuda, kita tetap merasa nyama & safe di dalam.","Jakarta - Medan","Domestic","Economy"
