"title","rating","date","text","route","scope","class"
"Nyaman....oke....","40","Mei 2017","Baru pertama naik Air Asia. Ternyata gak seperti yang aku pikir. Semuanya beres. Dari pelayanan check in sampai di dalam pesawat oke semua. Selama penerbangan lancar....kondisi dalam pesawat baik dan terawat. Lain kali akan naik AA lagi ahh.....","Jakarta - Yogyakarta Region","Domestic","Economy"
"Sekarang Semua Orang Bisa Terbang","30","Agustus 2016","Penerbangan yang mempunyai value 'fair' menurut saya. Baik dari harga maupun pelayanan. Maskapai ini juga sering memberi promo-promo menarik untuk para pelanggannya. Mulai dari penerbangan murah ke luar negeri, sampai paket penerbangan dan hotel di luar negeri. Namun hati-hati dan perlu dipilih-pilih jika anda akan memilih paket murah tiket pesawat + hotel, bisa-bisa hotel yang dipilihakn adalah hotel kelas melati yang sempit dan jorok. Hal ini saya ketahui berdasarkan pengalaman salah satu teman saya ketika melakukan perjalanan ke Singapore dan Thailand.","Denpasar - Yogyakarta Region","Southeast Asia","Economy"
"book prebooked meal","30","Maret 2017","perjalanan 2.5 jam tanpa termasuk makan, kita harus memesan sebelumnya atau beli ditempat dengan pilihan yang terbatas. memesan nasi lemak hanya dengan 34 ribu saja ($USD 3) sudah termasuk minum. Kursi nyaman dgn legroom standar.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"maskapai favorit kalo liburan kemanapun","40","Mei 2017","kesekian kalinya terbang ke singapura dengan maskapai Airasia dan cukup memuaskan, cuma utk penerbangan kali ini ada sedikit mengganjal krn waktu take-off cukup kasar seperti terburu2 sehingga terasa kurang nyaman, tp semua y bisa tergantikan dgn ketepatan waktu saat terbang alias gak pernah delay, thanks Airasia tunggu liburan berikutnya.","Jakarta - Singapore","Southeast Asia","Economy"
"Maskapai bujet favorit","40","Juli 2016","Sudah tidak terhitung berapa kali saya menggunakan maskapai penerbangan ini. Selain karena seringnya mendapatkan tiket promo yang lumayan murah, pelayanannya juga tidak pernah mengecewakan sampai dengan saat ini.","Jakarta - Phuket","Southeast Asia","Economy"
"Pengalama Pertama Naik Pesawat dan itu adalah Air Asia","40","Mei 2017","Air asia adalah pesawat pertama yang saya naiki. Kursinya bagus dilengkapi dengan safety guard yang lengkap. Pramugarinya menjelaskan dengan detail metode keslamatan dan yang paling saya suka adalah pilot selalu memberi tahu titik terakhir koordinat pesawat setiap 30 menit sekali.","Yogyakarta Region - Denpasar","Asia","Economy"
"MURAH MERIAH HORE!!!","50","Oktober 2016","Dari tiket promonya air asia yang cuma bayar airport tax nih yang bikin saya ketagihan jalan-jalan keluar negeri dan Air Asia ini yang bisa bikin saya suka jalan-jalan ke LN... Ditunggu Promo-Promonya lagi ya Air Asia","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"MURAH","50","Agustus 2016","Tiket promonya yang selalu ditunggu. Berkat Air Asia bisa jalan-jalan ke luar negeri dan memberanikan diri untuk berkunjung ke Jepang yang merupakan salah satu negara dengan biaya hidup termahal. Cukup nyaman dengan harga yang cukup murah. Apa yang dibayar itu yang didapat.","Jakarta - Osaka","North Asia","Economy"
"Penerbangan yang hemat","40","Mei 2017","Pelayanannya baik dan penerbangan yang tepat waktu serta kenyamanan dalam penerbangan sangat bagus semua kami peroleh.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Nyaman","50","April 2017","Mendapatkan tiket promo ke luar negeri tentu sangat menyenangkan. Maskapai yang dipakaipun sudah teruji kenyamanannya. Saya sangat menikmati perjalanan dari Medan ke Bangkok April kemarin. Saya merasa pelayanan yang diberikan sangat profesional. Apa yang saya bayar, itu yang saya terima. Walau tidak ada fasilitas multimedia selama penerbangan, majalah 360 sangat menarik untuk dibaca dan tidak membosankan. Salah satu majalah maskapai kesukaan saya.","Medan - Bangkok","Southeast Asia","Economy"
"murah .. nyaman .. terbang kapan saja","50","Juni 2016","Dapat tiket murah di saat yang tidak terduga merupakan hal yang menyenangkan apa lagi terbang ke luar negeri dengan harga yang wow tidak menguras dompet. Jangan lupa berburu tiket gratis setiap promo muncul yah ~","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Murah Tiketnya, Nyaman Terbangnya","50","April 2017","Pelayanan tetap yang terbaik, meskipun banyak yang ngantri terus langsung dari pihak AirAsia membuka lagi counter tambahan, sehingga tidak terlalu banyak orng yang mengantri, dan dalam proses penerbangannya pun sangat nyaman dan enak.","Surabaya - Jakarta","Domestic","Economy"
"banyak promo","50","April 2017","tour menggunakan airasia ke kuala lumpur 11 orang harga tiket yang murah dan penerbangannya cuma airasia aja yg ke kuala lumpur","Palembang - Kuala Lumpur","Southeast Asia","Economy"
"Banyak pilihan schedule","30","Mei 2017","Promo terbaik dari semua airlines. Pelayanan rata rata.. Tepat waktu dan lebih cepat tiba 50 menit di Jakarta. harga memuaskan.","Bangkok - Jakarta","Southeast Asia","Economy"
"Pleasant","40","April 2017","penerbangan yang menyenangkan dan seru. biarpun ngantri terbang di runaway cukup lama tapi didalam pesawat cukup menyenangkan  pas mau masuk pesawat, ground crew harusnya ada yang perhatikan antrian. banyak yang nyerobot malah dilayani","Jakarta - Yogyakarta Region","Domestic","Economy"
"Satu keluarga tapi duduk terpisah pisah","30","April 2017","Saya dan keluarga terbang dari Medan ke Penang dengan menumpang pesawat Airasia, Pelayanan sedikit mengecewakan karena kursi yang kami terima terpencar-pencar padahal ada orang yang berkebutuhan khusus dan anak di keluarga saya yang ikut berangkat. Syukurlah ada 2 kursi yang saling bersebelahan, kursi tersebut kami jadikan sebagai kursi untuk bapak saya (sebagai pengguna kursi roda) dan saya selaku pendamping. Sementara yang lainnya harus duduk terpisah-pisah. Petugas darat airasia di Bandara Kualanamu sungguh baik dan profesional dalam menjaga dan melayani bapak saya yang berkebutuhan khusus. Karena ini penerbangan internasional, jadi bagasi pun harus berbayar. Saya pun telah memesan bagasi 20 kg di awal pembelian dan mengantar bagasi berupa kursi roda (free) untuk didaftarkan ketika check in. Penerbangan berangkat on time, para awak kabin juga ramah dan penuh senyum dalam menyambut para tamunya. Ketika tiba di bandara Penang, purser awak kabin airasia tersebut meminta ke petugas darat airasia di Bandara Penang untuk menyiapkan kursi roda untuk bapak saya untuk dapat dinaikkan di aerobridge. Harga juga masih terjangkau. Over all, penerbangan berlangsung dengan baik kecuali penerapan bagasi berbayar dan kursi acak meskipun dipesan dalam 1 kode booking.","Medan - Penang","Southeast Asia","Economy"
"Banyak promonya","40","September 2016","Buat teman2 yang mau jalan2 tapi budget terbatas, don't worry be happy :D Soalnya sekarang ada bbrp maskapai yg low budget salah satunya Air Asia. Maskapai ini sering memberikan promo, bahkan ada kursi seharga 0 rupiah alias free.(tetap bayar airport tax lho ya).","Kuala Lumpur - Jakarta","Southeast Asia","Economy"
"CGK-SUB :)","40","Januari 2017","Kali ini untuk ulasan pengalaman penerbangan kami dengan salah satu maskapai langganan kami, AirAsia XT7680 pk 07.10 CGK-SUB 5 Januari 2017 yang lalu. Penerbangan tepat waktu seperti biasanya dari Terminal 2F CGK Menuju Terminal 2 SUB. Pelayanan oke, kenyamanan cukup, kebersihan di dalam kabin cukup baik. Kami cukup puas :)","Jakarta - Surabaya","Domestic","Economy"
"harga terjangkau","40","Januari 2017","Selain harga terjangkau pelayanan air asia jg oke, tepat waktu. Untuk rute dari dan ke sumatera mohon ditambah :) pokoke manyus","Jakarta - Yogyakarta Region","Domestic","Economy"
"transit yang tidak lama","30","Maret 2017","waktu penerbangannya tidak meleset ,keadaan pesawat limayan bersih,para pramugari dan pramugara sangat ramah sayangnya jarak kaki dengan kursi di depan kurang lebar,Kami terbang dari jakarta menuju malaysia untuk transit ,namun tidak terlalu lama karena perbagan berikutnya telah siap menanti.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"maskapai berbiaya rendah namun tidak terlalu jelek","30","Maret 2017","saya berangkat bersama saudara tua saya berdua karena kami telah membeli paket dari air asia .Sesampainya dibandara kami di haruskan chek in dengan mesin.Tanpa banyak tanya kami melakukan aktifitas tersebut selesai itu kami bersama penumpang lain antri untuk bagasi.Namun ternyata bagasi ada biaya tambahan yang harus kami bayarkan dengan jumlah yang lumayan.Dalam penerbagan kami beberapa kali mengalami apa yang disebut troublence namun dapat diatasi,intinya penerbangan yang kami lakukan cukup berkesan meskipun tanpa layanan makanan","Kuala Lumpur - Hong Kong","Asia","Economy"
"Penerbangan yang selalu Ramai","30","April 2017","Kami menggunakan maskapai ini ketika akan pulang dari Jogja menuju Jakarta. Penerbangan ini selalu ramai karena cukup nyaman dan low budget.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Tepat Waktu Pelayanan Baik Pesawat Bagus","40","Maret 2017","Pengalaman naik pesawat air asia cukup menarik. Pesawatnya sangat bersih, jadwalnya tepat waktu, harga cukup bersaing. Crew didalam pesawat sangat ramah, dan segala informasi penerbangan yang penting bagi penumpang dijelaskan dengan rinci. selama proses memasuku pesawat sistem antrian juga diatur dengan sangat baik, sehingga penumpang tidak perlu berebut menuju pintu pesawat. Secara umum suasana di dalam pesawat terasa modern, terang dan lapang.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Just ordinary budget airline","40","April 2017","Untuk penerbangan singkat ke KL saya kali ini, saya memutuskan untuk menggunakan airasia karena hanya airasia yang memberikan waktu paling cocok dengan kebutuhan saya. Check in di bandara kualanamu cukup efisien karena menggunakan mesin check in. Tapi saya harus melapor lagi ke bagian counter check in untuk melaporkan bagasi saya. Ketika memasuki gate ternyata diinfokan bahwa gate saya telah berpindah dari semula gate 4 menjadi gate 2. Boarding berlangsung dengan efisien. Para awak kabin memberikan pelayanan yang prima dan sangat baik. Pesawat berangkat tepat waktu dan penerbangan berlangsung dengan mulus. Yang membuat kecewa, mengapa masih menerapkan bagasi berbayar sementara banyak kompetitor yang sudah tidak menerapkan hal demikian.","Medan - Kuala Lumpur","Southeast Asia","Economy"
"Murah dan banyak rutenya","50","Februari 2017","Sesuai dengan slogannya, everyone can fly, maskapai satu ini menerbangkan oe banyak destinasi dengan harga yang murah. Meskipun murah, namun pelayanan airasia sangat bagus. Jarang delay. Hanya saja seandainya booking via website tidak dikenakan biaya tambahan, saya akan lebih sering booking via website daripada booking via 3rd party.","Denpasar - Surabaya","Southeast Asia","Economy"
"Best Of the Best Low cost airlines","30","Maret 2017","Hampir jika berpergian rute Domestik maupun Internasional saya selalu mencari harga terbaik dari yang tersedia. AirAsia Indonesia merupakan salah satu maskapai favorit saya dengan harga murah, apalagi sekarang penerbangan domestik sudah dilengkapi dengan tambahan bagasi 15kg. Untuk rute SUB-KUL bulan lalu saya juga menggunakan maskapai ini dengan harga super hemat karena redeem poin, pelayanannyapun tak kalah dengan maskapai lain.","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"harga merakyat","40","Januari 2017","hanya airasia yang selalu memberikan harga tiket termurah apalagi kalau sudah menggunakan poin tidak ada maskapai lain yang memberikan harga tiket semurah airasia ...saya selalu mencari tiket promo di sini...","Jakarta - Singapore","Southeast Asia","Economy"
"Selalu bikin kejutan","50","Juli 2016","Saya dapat tiket promo final air asia sangat sangat murah sekali dan pesawatnya juga nyaman sudah murah dapet gratisan bagasi pula.","Solo - Denpasar","Asia","Economy"
"Bagus seperti biasanya","40","April 2017","Seperti biasa, terbang dengan air asia ini selalu puas sesuai dengan harganya. Penerbangan tepat waktu, kabin nyaman dan bersih. Cuma Makanan yang saya pesan yaitu nasi kuning tidak sesuai dengan harapan saya, rasanya kurang pas di lidah saya ternyata. Daging ayamnya agak asam, serta ternyata isi daging sapi yang tidak boleh saya konsumsi. Dan ujungnya saya cuma makan nasi + telur saja hahahahaha Pengalaman yg kurang asik ini, Lain kali saya coba menu lain dah. Lalu sedikit tambahan, kalau bisa ada edc dalam setiap flight. Saya mau beli merch tapi lupa bawa Cash. Sayang sekali.","Denpasar - Singapore","Southeast Asia","Economy"
"penerbangan selalu naek airasia","40","Mei 2016","sudah bbrp saya naek pesawat ini, krn dptnya promo n murah meriah, pelayanan nya nyaman dan menyenangkan","Medan - Kuala Lumpur","Southeast Asia","Economy"
"Sudah beberapa kali naik Air Asia, bagus","50","Maret 2017","Sudah beberapa kali saya naik air asia. Kali ini tujuan saya ke Singapore. tepat waktu. petugasnya juga murah senyum. sangat helpful. salah satu maskapai idola saya karena bikin saya jadi ""tidak takut mahal"". Kalau hobi traveling dengan budget yang nggak banyak, paling pas ya pilih Air Asia. Satu lagi yang saya suka dari Air Asia.. banyak promonyaaaaa......","Yogyakarta Region - Singapore","Southeast Asia","Economy"
"penerbangan yang nyaman","40","Maret 2017","2 kali terbang dengan pesawat ini saya merasa nyaman dan menyenangkan..seat yang nyaman serta ruang untuk kaki yang agak longgar bagi saya sehingga perjalanan terasa nyaman","Jakarta - Singapore","Southeast Asia","Economy"
"Pilot Mampu Melewati Cuaca Buruk","40","Agustus 2016","Pelayanan darat yang saya terima dari staff Airasia sudah sangat memuaskan. Saya benar-benar merasa dilayani dengan baik. Bahkan saat masuk kedalam kabin pesawat, semua staf kabin pesawat sangat ramah-ramah. Bahkan pilot dan co-pilot ikut menyambut kedatangan penumpang kedalam pesawat. Sesaat sebelum take off, semua staf sangat memastikan keamaan penumpang dengan memeriksa langsung safety belt yang digunakan penumpang. Saat take off, tidak ada terasa getaran yang kuat. Saat menikung pun tidak membuat jantung berdetak kencang. Sejauh itu saya merasa sangat nyaman. Namun hal buruk terjadi pada pesawat kami. Setelah 30 menit penerbangan, kami memasuki wilayah dengan cuaca buruk. Bahkan dari jendela kabin terlihat sangat gelap dan hujan deras. Terlihat juga kilapan petir dari kejauhan. Pesawat kami mulai getar dan seperti terbentur dengan benda keras. Hal itu beberapa kali terdengar dari kabin. Pilot telah memperingatkan bahwa kami agar tetap berada di kursi dan tetap memakai safety belt. Jujur saat itu saya dan teman saya mulai tidak tenang karena itu baru pertama kali bagi kami. Beberapa kali terasa pesawat memutar dan berbelok dari posisi awalnya. Terkadang pesawat berbelok dengan sedikit curam karena harus mengelak dari awan gelap. Setelah beberapa menit memasuki cuaca buruk, saya melihat bahwa cahaya mulai memasuki kaca kabin pesawat. Saya sadar bahwa kami sudah melewati cuaca buruk itu dan kembali kepada rute perjalanan kami. Benturan yang terjadi saat memasuki cuaca buruk tidak terasa karena kursi pesawat Airasia sangat empuk. Setelah mendarat di kota Palembang, semua staf melepas kepergian penumpang di pintu keluar sambil mengucapkan rasa minta maaf karena merasa kurang nyaman dengan keadaan cuaca yang harus kami lalui tadi. Saya merasa sangat dihargai saat itu dan saya merasa bahwa setiap staf yang ada didalam pesawat itu benar-benar mengutamakan pelayanan dan kepuasan penumpang. Seandainya saja pihak airasia memberikan kenang-kenangan kepada setiap penumpang secara cuma-cuma, mungkin para penumpang akan merasa lebih senang lagi. Demikian cerita pengalaman saya menggunakan penerbangan Airasia Indonesia rute Medan-Palembang dengan nomor penerbangan QZ 8041. Saya benar-benar mengingat kenangan itu dengan baik. Terima kasih airasia.","Medan - Palembang","Domestic","Economy"
"Pelayanan Ramah","50","Februari 2017","Pelayanan nya ramah, harganya murah. Pokonya mantap deh. Walaupun agak bete karena sempat terjadi delay 2jam, karena pesawatnya belum dateng pas jadwal seharusnya.","Bandung - Singapore","Southeast Asia","Economy"
"pertama kali naik air asia","40","April 2017","ini adalah pertama kalinya gua naik air asia dan internasional flight. sendiri lagi  karena ini pertama kalinya gua ke luar negeri , gua berangkat pagi"" banget 3 jam sebelum kenerangkatan gua ada di gate . haaaa  pelayananya lumayan bagus dari masuk bandara sampai pesawat pramugarinya juga, selalu mengingatkan peraturan yang sudah ditetapkan, jadi kalo kalian sedikit gk ngikutin aturan bisa kalian ditegur juga .. dedikasinya tinggi","Jakarta - Bangkok","Southeast Asia","Economy"
"I'll Fly With U Again","50","Maret 2017","Pengalaman pertama naik Air Asia agak mikir, nyaman ga ya dan finally sangat nyaman, smooth landing dan crewnya sangat ramah. Thank you Air Asia","Jakarta - Denpasar","Asia","Economy"
"Not Really Good","30","April 2017","Sudah lama saya tidak menggunakan maskapai ini untuk berpergian dan semuanya baik. Hanya saja tempat duduk yang terlalu tegak dengan posisi badan sehingga saya tidak bisa duduk dengan nyaman selama perjalanan. Kondisi AC dingin pada saat awal masuk dan selama perjalanan, namun ketika menjelang mendarat tiba-tiba AC mati dan agak sulit untuk bernafas karena banyak orang di dalam pesawat. Pelayanannya baik dan ketika kemarin berangkat pesawat kami delay selama kurang lebih 30 menit.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Murah berkualitas","50","Oktober 2016","Harganya murah banget, sering ada promo tidak terduga. Meski murah, pelayanannya tapi tidak murahan. Petugasnya pada ramah dan sopan, murah senyum. Okelah pokoknya","Jakarta - Bangkok","Southeast Asia","Economy"
"Pelayanan Memuaskan, Tepat Waktu, dan Kenyamanan Penumpang","50","November 2016","Saya menggunakan AirAsia dalam perjalanan pertama saya ke Bangkok (perjalanan kedua tetap menggunakan AirAsia tetapi dari Jakarta karena rute SUB-DMK sudah ditutup) dan sangat memuaskan. Makanan yang saya beli di dalam flight sangat enak dan dapat mengisi perut yang lapar di ketinggian 30.000 kaki.  Pilotnya sangat berpengalaman dalam mengendalikan pesawat. Walaupun terkena delay sekitar 25 menit waktu berangkat, namun dengan ketaktisan dan kesigapan pilot, saya sampai Bangkok tepat waktu sesuai jadwal.  Pramugarinya ramah dan membantu ketika saya ke toilet. Two thumbs up! Semoga tetep dipertahankan :)","Surabaya - Bangkok","Southeast Asia","Economy"
"Generally bagus kecuali ""kenakalan"" untuk tambah2 pemasukan","40","Maret 2017","Penerbangan sangat tepat waktu. 16 menit sebelum waktu berangkat kita sudah diijinkan naik pesawat. Pramugarinya tegas dan effisien. Tapi kenakalan Airasia saat mengalokasikan penumpang dalam satu group secara berpencar sangat ""nakal"". Saat web check in, kita harus membayar 95K jika ingin duduk berkumpul dalam satu baris. Saya pernah bertanya soal ini, pegawai airasia memberi jawaban itu adalah kerja system/mesin. Anehnya mereka seolah tunduk pada mesin atau software.","Yogyakarta Region - Denpasar","Asia","Economy"
"Pelayanan dan On Time yang Baik","40","Oktober 2016","Meskipun di beberapa penerbangan sebelumnya ada keterlambatan, namun di banyak penerbangan bersama AirAsia Indonesia mereka mampu memberikan kenyamanan boarding dan on time performance yang baik.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Terbang nyaman n makanan enak air asia","50","Maret 2017","Makanan di air asia enak2 gak seperti rasa makanana di pesawat lowcost lainnya... makanan dengan menu bervariasi dan lebih murah kl anda pesan online pas mesen tiket.. dari chicken rice, satay, dan semuanya itu mantap. Kecuali nasi kuning manadony bumbunya agak asam aja...","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Air asia sangat bagus","50","Maret 2017","pesawat yang sangat nyaman, bersih, dan toiletnya bersih, dan pramugari yang sangat ramah dan sangat baik","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Murah","50","November 2016","Low budget airline dengan fasilitas terbaik. Pramugarinya cantik sekali. Pramugaranya ganteng sekali","Kuala Lumpur - Jakarta","Southeast Asia","Economy"
"AirAsia Indonesia","50","April 2016","pengalaman saya terbang bersama AIRASIA sangat menyenangkan pelayanan yang ok dan rama,jam terbang tepat waktu,untuk biaya tiket juga murah cukup buat yang suka liburan","Jakarta - Singapore","Southeast Asia","Economy"
"murah meriah cocok untuk backpacker","40","Maret 2017","cukup recomended dengan biaya yang dikeluarkan, untuk dikatakan nyaman cukuplah waalaupun tempatnya radak sempit sesuai dengan budget. cabin 7kg dirasa cukup buat seorang backpacker yang tidak memerlukan bagasi","Yogyakarta Region - Singapore","Southeast Asia","Economy"
"Murah meriah dengan kualitas yg bagus","40","Maret 2017","Sebenernya ga inget juga brp x naek Air Asia sih. Pulang ke Solo via Jogja jg pake Air Asia, trz sejak ada direct Denpasar Solo juga pake Air Asia, apaagi ke Singapore, pasti juga Air Asia. Kenapa aq pilih Air Asia ? harga lumayan murah bagiku, asal rajin brosing tiket. Kebetulan aq kerja di depan komputer jd gampang buat ngecek tiket. Pelayanan juga ramah menurutku, baik itu pelayanan di atas pesawat atw di counter. Aq sll beli online plus web cek in. Pernah sekali beli tiket salah jenis kelamin (salahku sndiri sih), ke counter Air Asia juga dibantu koq dengan ramah yg penting inget bawa paspor aja biar ga bolak balik. Air Asia juga jarang bgt delay bagiku. Pengennya rute domestik ditambah buat yg ke Solo kalo boleh....heheheheh.... krn aq jarang pulang ke Solo, tapi seringnya ke Singapore....abis kadang murahan tiket ke Singapore daripada ke Solo...wkkwkwkwk","Balikpapan - Singapore","Southeast Asia","Economy"
"low budget mulai ketat dengan aturan bagasi","50","Maret 2017","air asia mulai ketat dengan aturan bagasi kabin maksimal 7kg, dimana saat di bandara DMK semua koper wajib di timbang dan setiap kelebihan wajib membeli bagasi tambahan.","Bangkok - Medan","Southeast Asia","Economy"
"Low Budget dengan fasilitas baik","40","Januari 2017","Sejauh ini selama saya pulang ke Indonesia, penerbangan yang saya pakai untuk pulang ke bandung adalah airasia. Selain jamnya pas dengan waktu yang saya perlukan karena membawa bayi jadi penerbangan terlalu pagi agak menyulitkan.  Ketika saya membawa bayi, pihak airasia selalu menempatkan kami di kursi yang nyaman dan bahkan ketika saya bernakat dengan suami, kadang mereka memberikan row yang satu kursi kosong, padahal kami hanya membayar 2 tiket dewasa dan 1 tiket infant. Sehingga anak kami bisa duduk di kursi.  Pelayanan pramugari dan pramugara nya juga baik dan mereka menyenangkan.  Sejauh ini saya selalu menjadi pelanggan setia airasia dalam melakukan penerbangan ke manapun.","Singapore - Bandung","Southeast Asia","Economy"
"harag terbaik dengan pelayanan yang baik","50","Maret 2017","Sesuai dengan motto, sekarang semua orang dapat terbang terealisasi dengan low cosy nya air asia. menikmati perjalanan dengan pelayanan yag baik untuk harga yang sangat ekonomis dengan jaminan keelamatan selama penerbangan ke tempat tujuan. awak kabin sangat ramah.","Medan - Bangkok","Southeast Asia","Economy"
"best lcc tapi rute domestik sudah tidak ada dari surabaya","50","Mei 2016","rame rame ke bali sebelum rute surabaya ke denpasar di tutup, puas tapi sayang sudah tidak ada rute surabaya ke bali lagi, pergi ke bali rombongan 8 orang dan tempat duduknya dapat berurutan tidak terjadi delay dan meskipun liburan singkat hanya dua hari dengan ontimenya jadwal penerbangan membantu sekali, thx","Surabaya - Denpasar","Asia","Economy"
"Praktis","50","Oktober 2016","Sangat praktis untuk penumpang yang sangat mengandalkan teknologi dalam bepergian. Selama terbang dengan air asia, saya tidak pernah mengalami kesulitan saat check-in hingga pengambilan bagasi di destinasi tujuan. Web check-in yang mudah merupakan andalan.  Tidak hanya pada rute pendek, untuk rute internasional jauh (seperti Australia), saya juga tetap menggunakan air asia dengan alasan kejelasan harga penambahan bagasi dan juga menu makanan yang bisa dipilih dan banyaknya makanan yang bisa dipilih.  Semakin lama ketepatan waktu juga menjadi nilai plus bagi Air Asia. Dua tahun terakhir, hanya satu dari beberapa penerbangan yang mengalami delay, itu pun tidak sampai 2 jam dan disebabkan oleh faktor eksternal.  Harga yang lebih rendah daripada maskapai lain bukan satu-satunya keunggulan Air Asia saat ini, tapi juga pelayanan yang oke dan jelas aturannya.","Jakarta - Singapore","Southeast Asia","Economy"
"Best Low Cost Carrier","40","April 2016","Saya suka dengan Airasia karena sering menyediakan promo yang sangat menarik. Meskipun murah tetapi Airasia tidak melupakan kenyamanan dan kepuasan dari penumpang.","Kuala Lumpur - Semarang","Southeast Asia","Economy"
"Maskapai Low Cost favorit","30","April 2016","Ruang kaki lumayan luas, untuk kelas low cost airline maka air asia favoritnya...hampir semua penerbangan saya yang menggunakan air asia tepat waktu.dan sering mengadakan promo seat.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"pelayanan","50","Agustus 2016","the best low cost, harga yang murah dan pelayanan yang bagus sangat bagus untuh traveler yang mempunyai baudget sedikit._.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Best Low Cost Carrier","40","Maret 2017","Untuk Premium Flex pelayanan nya cukup baik dengan adanya counter check in tersendiri dan boarding yg di dahulukan. Selain itu cabin pesawatnya juga bersih dan nyaman. Pada saat take off dan landing nya halus banget. Dan untuk saran harusnya pilihan menu makanan untuk premium flex di perbanyak juga. Soal nya tiap kali naik air asia pilihan menu makanan di premium flex cuma itu2 aja.","Jakarta - Singapore","Southeast Asia","Economy"
"Maskapai LLC terfavorite","50","Februari 2017","Promo-promo nya yang selalu saya tunggu-tunggu. Saya dapat terbang dengan harga yang sangat terjangkau dari harga maskapai lain. Seluruh pelayanan dari proses check in hingga saya turun dari pesawat sangat memuaskan. Saya selalu menantikan promo low fare untuk rute domestik dan internasional dari Airasia. The best","Jakarta - Surabaya","Domestic","Economy"
"Ekonomis namun Penuh Kalkulasi","50","Desember 2016","Dengan relatif murah, perjalanan cukup menyenangkan. Namun perlu melakukan perhitungan yang matang karena banyak aturan ketat yang ahrus dipatuhi seperti ukuran bagasi. Pastikan kebutuhan anda sesuai dengan budget.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Low Budget Favorite","40","Juni 2016","selalu setia menantikan promo dari air asia ...selain low budget bisa cicilan lagi..jadi memang bisa plan utk liburan ..semoga bisa ditambah pilihan penerbangan lokal ..jadi bisa jalan2 di Indonesia dulu ...","Jakarta - Yogyakarta Region","Domestic","Economy"
"Maskapai low budget favourite","40","November 2016","untuk pesawat dengan lowbudget pada akhirnya setelah di banding-bandingkan pilihan saya tetap air asia, harga tiket benar-benar terjangkau dan sering ada promo ;)","Jakarta - Singapore","Southeast Asia","Economy"
"Penerbangan Murah Berkualitas","40","Juli 2016","Pelayanan baik, ketepatan waktu dapat diandalkan, tempat tunggu cukup luas dan nyaman.. tempat duduk dan kaki agak sempit dan kurang terawat.","Jakarta - Denpasar","Asia","Economy"
"Memang murah dan nyaman","50","Februari 2017","Saya berkali-kali menggunakan airline ini. Harga tiket umumnya terjangkau dan pernerbangan yang banyak sekali antara medan dan kuala lumpur setiap hari. Sering sekali AIrasia membuat promosi, sehingga harga tiket begitu murah. Airbus sebagai pewat yang mereka gunakan sangat nyaman ketika landing, dibandigkan dengan pesawat boeing, milik airline lain.","Medan - Kuala Lumpur","Southeast Asia","Economy"
"Delay yang luar biasa lamanya","40","Oktober 2016","Saya pulang dari Jogjakarta di tanggal 22 Oktober 2016, saya pesan tiket di bulan September 2016, penerbangan dari Jogja ke Bali itu jam 02.10pm (waktu Jogja), saya sampai di bandara agak lambat untuk boarding pass nah baru sampai sana saya dapat info kalau pesawatnya delay sampai jam 6.30pm, saya menunggu hingga jam itu dan delay lagi sampai jam 09.30pm, kesal iya tapi saya sedikit lega karena dari pihak AirAsia mau mengembalikan uang saya hingga hampir 100%","Yogyakarta Region - Denpasar","Asia","Economy"
"Selalu Tepat Waktu","50","Februari 2017","Seperti biasa, saya akan balik ke kampung halaman saya di Medan. Karena dari Jogja yang langsung tanpa transit hanya Airasia saya pun memutuskan memilih maskapai Airasia. Selama 2 tahun lebih saya selalu puas dengan jam terbang maskapai yang satu ini. Belum pernah sekali pun penerbangan saya ditunda atau yang biasa kita dengar ""delay"". Puas sekali penerbangan selalu saja tepat waktu, malah setengah jam sebelum berangkat kita sudah dipersalahkan naik ke pesawat, membuat perjalanan menjadi lebih cepat. Kadang bisa lebih cepat sampai sekitar 15 menitan, saya senang sekali. Pokoknya Airasia emang juara! Semoga saya selalu merasa puas dengan penerbangan Airasia. Makasih Airasia❤","Yogyakarta Region - Medan","Domestic","Economy"
