title,rating,date,text,route,scope,class
Nggak Pake Delay,40,Apr-16,"Saya memang punya pengalaman delay dengan menggunakan Lion Air dengan tujuan Pku-Jkt dan sebaliknya berkali-kali. Tapi jujur, saya tidak pernah mengalami delay saat penerbangan pku-batam dan sebaliknya. Harga tiket Pku-Batam sangat-sangat bersahabat",Pekanbaru - Batam,Domestic,Economy
"All Destinasi with one city,..",40,Nov-15,"Solo, telah ditetapkan menjadi HUB,untuk dan ke beberapa tujuan di Jawa dan Luar jawa, Amazing,.. dari Medan pun tidak harus Transit Jakarta lagi,..Apalagi tujuan Surabaya , Denpasar, Lombok , Pontianak, Ujungpandang,... Semoga Pelayanan makin ditingkatkan,..Congrats,..",Solo - Makassar,Domestic,Economy
alternative penerbangan yang murah,30,Sep-16,"proses cek in sampai dengan takeoff berjalan dengan lancar dan tepat waktu. staff kabinnya lumayan ramah, tidak ada hiburan apa2 di pesawat hanya ada majalah.",Jakarta - Lombok,Domestic,Economy
Kebersihan Lion Air kurang dan bau,30,Desember 2015,"Ketika saya pulang dari Banda Aceh, kemudian naik pesawat dari Medan ke Surabaya. Saya dapat tempat duduk paling belakang atau dekat toilet. Bau kencing sangat terasa. pramugarinya cuek. sudah saya bersihkan tapi tetap bau.mhn diperhatikan manajemen lion air.",Banda Aceh - Surabaya,Domestic,Economy
Pilihan Rute yang Banyak,30,Nov-15,Kelebihan Lion Air adalah pilihan rutenya yang banyak dengan harga yang murah. Tetapi permasalahan delay masih menjadi masalah utama maskapai ini. Semoga ini dapat segera diatasi.,Batam - Pekanbaru,Domestic,Economy
Hanya satu Pontianak Batam,30,Sep-16,"Tanggal 15 September 2016, saya melanjutkan tugas dari Pontianak ke Batam, hanya satu penerbangan yang tersedia, yaitu Lion Air yang berangkat dari Pontianak sekitar jam 13.55 dengan waktu tempuh sekitar 1 jam 15 menit. Entah kebetulan atau memang kejadian ini rutin, banyak sekali Ibu - Ibu yang menggunakan jasa penerbangan ini ke Batam, nampaknya mereka hendak jalan - jalan ke batam. Tak ada yang menonjol pada penerbangan ini, mulai dari cek in sampai turun dari pesawat semuanya berjalan standard",Pontianak - Batam,Domestic,Economy
Average Service,30,Oktober 2016,"Penerbangan pagi berjalan baik, boarding dan take off sesuai jadwal, staff kabin ramah dan membantu, namun kebersihan kabin perlu ditingkatkan, lampu di lavatory tidak menyala, mohon perbaikan dari manajemen Lion Air.",Jakarta - Yogyakarta Region,Domestic,Economy
GOOD PRICE,50,Sep-16,"Kursi nyaman, harga murah, dapat jatah bagasi 20 Kg, sering-sering ya untuk promo nya good service~~",Singapore - Jakarta,Southeast Asia,Economy
Maskapai Yang Tak Pernah Lelah Meski Dicacimaki,30,Juli 2016,"Maskapai yang sudah terkenal akan delaynya ini memang tak pernah habis cerita keluh kesah dan caci makinya.. tapi memang naik lion air ini menjadi salah satu alternatif perjalanan murah, karena memang sometimes harganya sangat murah sekali dibandingkan dengan maskapai lainnya.. keunggulan maskapai ini jarak antar kakinya cukup luas dan lega.. terus hampir semuanya pesawat baru... kalau negatifnya? saya tulis di sini juga gak akan habis kali...",Semarang - Jakarta,Domestic,Economy
Sering Delay atau Berangkat Lebih Cepat,20,Agustus 2016,"Saya menumpang Lion Air karena harga tiketnya yang relatif murah. Tapi namanya harga murah, sesuai dengan pelayanan. Pesawat kami delay sehingga tiba agak malam di Medan.",Batam - Medan,Domestic,Economy
Terbang tenang,40,Agustus 2016,"Hanya dengan 400 ribuan dari makassar ke Bali sudah dapat terbang dengan mulus, sayangnya crew cabin kurang bersahabat, selama sejam lebih tak pernah nampak senyum di antara mereka. landing mulus banget",Makassar - Denpasar,Asia,Economy
under rate,20,Sep-16,"Ketika check in sangat berantakan pelayanannya, sampai-sampai bagasi nyasar ke penerbangan lainnya dan harus menunggu seharian sampe bagasi itu kembali. Disarankan untuk sudah di ruang tunggu maksimal 30 menit sebelumnya karena ketika on time, 30 menit sebelumnya sudah mendapatkan panggilan terakhir untuk boarding dan itu yang dialami. Siasanya standar standar saja.",Pontianak - Surabaya,Domestic,Economy
Hindari,20,Nov-15,"Berkali-kali terbang selalu delay, selalu petugas menghilang kalau delay lebih dari 3 jam, bagasi suka dibongkar.",Manado - Jakarta,Domestic,Economy
Buy Economic class....yes.. you got economic service,20,Apr-16,"Jam keberangkatan delay 1 jam dari biasanya, dan kami menggunakan bis ke pesawat secara berdesakan. Tas koper sobek dan pada saat claim dan info petugas tidak ada komen ataupun kata maaf. KAmi tidak meminta ganti tapi minta diperhatikan untuk pelayanannya ditingkatkan.",Jakarta - Padang,Domestic,Economy
Cheapest Flight,50,Sep-16,Saya pilih penerbangan ini karena ini satu2nya penerbangan malam dari Batam ke Jambi. Tiketnya murah rata2 280-290 ribuan via traveloka. Check-in bisa melalui web 24 jam sebelum keberangkatan. dan syukurnya selalu dapat seat barisan depan. Seat paling depan yang bisa dipilih melalui web yaitu seat no 5. selama ini penerbangan malam selalu on time. (saya frequent flyer almost every friday). take off dan landingnya juga smooth. Banyak yang mengeluh dengan maskapai ini. tapi bagi saya ini maskapai yang bagus. delaynya juga masih reasonable.,Batam - Jambi,Domestic,Economy
Fasilitas sangat kurang,30,Sep-16,"terlepas dari masalah efisiensi, penerbangan ini sangat minim bahkan tidak ada fasilitas yang ditawarkan. Saya merasa seperti naik bus menuju kesuatu tempat, bedanya hanya bisa terbang. Andai saja fasilitas snack box tidak dihilangkan, sehingga dapat menjadi nilai tambah",Banjarmasin - Yogyakarta Region,Domestic,Economy
Bisa selonjor,50,Sep-16,"Seatnya nyaman, ruang kaki luas untuk tipe orang yang kakinya panjang seperti saya itu lumayan enak bisa selonjor dikiiiit. Setidaknya bisa ketiduran selama perjalanan huehe",Bandung - Surabaya,Domestic,Economy
Siap siap delay,30,Apr-16,"karena rombongan cari harga murah, dapatnya Lion karena banyak pilihan jam terbang sesuai keinginan. Tapi hati hati, ternyata sering dimajukan atau dimundurkan, jika jumlah penumpang kurang (mungkin), dan digabung ke penerbangan sebelumnya atau sesudahnya. Tapi kebetulan saya belum kena yang seperti itu, cuma penumpang yang sebelumnya digabung ke penerbangan saya yang sebelumnya delay. Untung masih bisa bawa bagasi",Jakarta - Pontianak,Domestic,Economy
Pelayanannya sungguh mengecewakan,20,Juni 2016,"Maskapai dengan pelayanan yang sangat buruk. Saya menggunakan maskapai ini untuk penerbangan Jakarta- KL PP dengan bandara udara KLIA2. Tapi mereka mengganti bandara udara ke KLIA tanpa memberikan informasi apa pun, yang jelas merupakan masalah untuk saya karena saya sebelumnya ada pesawat lanjutan dari Bangkok di KLIA2. Saya menemukan hal ini secara kebetulan di internet. Terpaksa saya harus mengganti jam penerbangannya karena waktunya tidak memungkinkan jika harus ganti terminal dari KLIA2 ke KLIA. Tapi mereka tidak memberikan kompensasi apa pun untuk perubahan tiket yang disebabkan oleh mereka juga!! Terpaksa saya harus membeli tiket lagi yang harganya jauh lebih mahal dari tiket sebelumnya. Saya sangat kecewa dengan maskapai ini dan tidak akan menggunakan maskapai ini lagi meskipun harganya terbilang murah.",Jakarta - Kuala Lumpur,Southeast Asia,Economy
Lumayan,40,Juni 2016,Dari segi pelayanan saya yakin Lion berusaha memberikan yang terbaik tetapi masih banyak yang perlu diperbaiki seperti masih banyak masalah delay. Untuk saya yang bertubuh kecil ruang kaki masih terasa nyaman.,Makassar - Yogyakarta Region,Domestic,Economy
Hanya satu Pontianak - Batam,30,Sep-16,"Jadwal saya mengharuskan tgl 15 September terbang dari Pontianak langsung ke Batam. Ternyata hanya ada 1 penerbangan yang tersedia yaitu Lion Air pada jam 13.55. Penerbangan memakan waktu sekitar 1 jam 15 menit. Meski jarang terbang dengan Lion, namun penerbangan saya kali ini berjalan dengan normal dan cukup memuaskan.",Pontianak - Batam,Domestic,Economy
Kualitas sesuai dengan harga,30,Oktober 2015,"bicara kualitas memang harus kita sesuaikan dengan harganya, secara kenyamanan di dalam pesawat menurut saya sudah sesuai dengan harganya. namun dari segi pelayanan perlu ada peningkatan khususnya masalah delay",Bandar Lampung - Jakarta,Domestic,Economy
Ruang kaki sempit,30,Agustus 2016,"Sebagai orang dengan tinggi yang lebih dari rata-rata, saya sering kesulitan untuk mengatur posisi kaki ketika duduk di kursi pesawat, mengingat lutut saya harus berhadapan langsung dengan kursi yang ada di depan saya. Saya tidak bisa duduk dengan leluasa.  Inilah resiko naik penerbangan ekonomi dengan harga yang murah.",Banjarmasin - Jakarta,Domestic,Economy
Penerbangan yang satandar,30,Sep-16,"boarding lebih awal sebelum waktunya, menunggu agak lama di pesawat dan mendengar berisik bagasi dimasukkan, terbang beberapa menit sebelum jadwal, sambil nunggu tambahan penumpang yang entah kapan beli tiketnya.",Balikpapan - Tarakan,Domestic,Economy
Maskapi yang murah tapi jarang diskon,40,Juli 2016,"waktu ke counter , customer service belum stand by loh  padahal kita udah datang 2 jam sebelum nya ..",Batam - Jakarta,Domestic,Economy
Bukan Penerbangan Pilihan,20,Sep-16,"Lion Air merupakan penerbangan biaya rendah yg cukup besar di Indonesia dgn jalur pemerbangan hampir ke semua kota besar di Indonesia.  Penerbangan ini memiliki layanan yg rata-rata bahkan terkesan buruk. Keterlambatan penerbangan bukan lah hal yg aneh. Untuk pemerbangan menuju Penang JT 124 pukul 08.00 pagi terlambat 30 menit dari jadwal. Untuk layanan di pramugari nya terasa agak ramah, berbeda dgn penerbangan domestik Lion Air.  Hal yang sangat aneh bagi saya adalah di pesawat B737-800 NG Lion tersebut, deretan kursi ABC dgn DEF memiliki jarak kursi (leg room) yg berbeda. Kursi saya di di 11 C terasa sangat sempit, hingga dengkul kaki menyentuh kursi di depan saya, sedangkan teman saya di kursi 11 D terlihat nyaman dgn tinggi badan kami yg sama 180 cm. Ternyata deretan ABC dan DEF berbeda 3 inch lebih lega di deretan DEF. Menurut saya merupakan cara pengaturan kursi yg aneh.",Medan - Penang,Southeast Asia,Economy
ac kurang dingin,30,Mei 2016,"alhamdulillah selama terbang dengan lion saya g pernah ngalamin delay yang harus nunggu berjam-jam.untuk penerbangan kali ini naik lion ekonomi berasa naik bis ekonomi deh. ac g dingin duh,,",Semarang - Jakarta,Domestic,Economy
Kurang Nyaman Tapi Murah,30,Sep-16,"beberapa kali naik LION AIR karena harganya murah, walau kita tau kalau LION AIR Suka DELAY :) tapi karena murah ya tetap saja kita pakai... banyak rute, banyak jadwal... Andai saja tidak suka DELAY LAIN AIR adalah peenrbangan yang menyenangkan... kursi duduk terlalu dekat, kaki jadinya kurang nyaman, kalau perjalan lebih dari 2 jam, sebaiknya jangan gunakan LION AIR.. kurang nyaman untuk perjalanan jauh...",Jakarta - Balikpapan,Domestic,Economy
Maskapai yang pengelolaannya kurang profesional,20,Juli 2016,"Kami menggunakan maskapai ini karena jadwal keberangkatan yang paling pas dengan jadwal kami, kami sangat prihatin dengan pesawat yang digunakan karena saat di dalam pesawat ada kamar mandi yang rusak dan tidak bisa digunakan, disamping itu jadwal yang delay dan terminal yang tiba2 di pindah tapi tidak disampaikan dengan jelas.",Singapore - Jakarta,Southeast Asia,Economy
Maskapai sesuai dengan Harganya,20,Agustus 2016,"Jika anda ingin naik pesawat dengan budget minim tapi ingin pelayanan bintang 5 jangan terlalu banyak berharap. ini bukanlah warung atau lesehan kaki lima di Jogja namun rasa bintang 5. kalo anda tidak mau kecewa ya jangan cari yang murah. masih banyak kan maskapai yang lain. tapi kalo harganya sama dengan yang lain saya sarankan cari yang lain. anda saja bayarnya murah ya siap-siap saja bagasi keluar lebih lama, delayed, ataupun dipimpong oleh petugasnya.",Pontianak - Jakarta,Domestic,Economy
ON TIME saat MUDIK LEBARAN...,30,Juli 2016,Pagi itu saya dan keluarga bersiap tuk mudik ke Jogja. Awalnya saya khawatir dengan penerbangan lion air yang banyak dipertanyakan orang. Tapi pagi itu saya puasa karena pesawat kami berangkat tepat waktu. Pramugarinya pun ramah. Semoga lion air terus meningkatan pelayanan n kualitasnya. Semangaaat ON TIME...,Jakarta - Yogyakarta Region,Domestic,Economy
"Kadang baik, kadang tidak",30,Agustus 2016,"Saya naik Lion Air sudah beberapa kali. Seringkali delay. Tapi yang terakhir kemarin, ada staff darat yang baik, karena walau kami terlambat check in karena macet parah, Dia membantu kami sehingga tetap bisa terbang. Lion Air cukup baik jika terus membenahi diri masalah ketepatan waktu.",Jakarta - Solo,Domestic,Economy
Maskapai (Kepepet) Budget,30,Juli 2016,"Kalau saya tidak kepepet banget, dan harga yang terbaik di kelasnya mungkin saya tidak naik Lion, namun perjalanan kali ini saya rasa lagi mujur.  Sebelumnya, saya web-check in dahulu dari komputer agar dapat seat, keunggulannya adalah bagasi gratis, dan seat gratis, sebenernya menarik loh kalau Lion dapat improvisasi diri nya. Dan ketika sampai Juanda Airport, gila antrean Lion enggak ada obat, ramai banget, untung yang ke Bali sepi.  Pesawat kena delay 30 menit, menurut saya ini mukjizat sih, dan tumben aja. Ketika masuk ke pesawat, nothing special, seat pitch sempit, kursi tegak, dan apa yang mau kamu andalkan dengan harga segitu, terima saja lah hahahaha.  Tiba di Bali, mendaratnya lumayan halus. Pokoknya OK kok.",Surabaya - Denpasar,Asia,Economy
Penerbangan dengan pelayanan yang baik,40,Agustus 2016,"Cekin cukup cepat, pelayanan cukup ramah, tetapi tidak dapat makan dan minum. ketika kembali dari lombok menuju denpasar delay satu setengah jam. pengambilan bagasi sedikit lebih lama. harga standar, tidak ada hiburan dalam pesawat. Terima kasih",Denpasar - Lombok,Southeast Asia,Economy
Penerbangan Berbayar Murah,30,Maret 2016,"Melakukan pengecekan harga dan membandingkan beberapa maskapai, ternyata lion air memberkan harga yang paling murah walupun harus melakukan transit di Batam. Tidak ada Delay pada saat itu, pesawat yang digunakan Yogyakarta-Batam lebih besar dibandingkan Batam-Medan.",Yogyakarta Region - Medan,Domestic,Economy
Lion tetap diperlukan,40,Maret 2016,"penerbangan low cost yang memiliki banyak jam terbang yang ditawarkan menjadi pilihan saya. harga yang sangat ramah dan murah menjadi pilihan yg lumayan tepat. walau begitu saya tetap memilih lion walau merasakan banyaknya complain dan delay, serta tidak mendapatkan compensasi yang layak. tetap menjadi plihan ketika persaingan harga dan jadwal terbang yang banyak dan menjadi di perlukan oleh masyarakat. service ok , landing kurang smooth.",Jakarta - Yogyakarta Region,Domestic,Economy
Maskapainya rakyat banyak,40,Agustus 2016,"Poin penting dari maskapai Lion adalah, penerbangan yang low cost. Jadi wajar saja jika sangat menjadi primadoni mayoritas pengguna jasa transportasi udara untuk efisiensi. Alasan yang logis. Meski begitu, Lion cukup nyaman dan baik. Stafnya sangat ramah dan sabar. Membantu semua penumpang bahkan saat menyimpan bagasi. Mungkin kelemahannya hanya soal delay yang cukup sering. Meski demikian, tetap saja masih banyak yang memilih Lion. Semoga management Lion segera memperbaiki management agar lebih rapi sehingga selain jadi primadona low costing, juga primadona pelayanan. No delay more (dilema) hehe",Surabaya - Palu,Domestic,Economy
Terbang dengan Lion Air,40,Agustus 2016,"Lion Air pasti yang terbenak didalam pikiran semua orang adalah pesawat yang sering delay. tapi menurut saya tidak setiap kali saya berlibur, maskapai ini membawa saya dengan ontime. pelayanan yang sangat memuaskan pasti karna semua maskapai berlomba-lomba untuk melayani dengan sepenuh hati. namun sayang untuk kebersihan di dalam pesawat masih kurang, saya menemukan boardingpass penumpang yang tanggal sebelumnya menggunakan pesawat ini.",Denpasar - Yogyakarta Region,Southeast Asia,Economy
Terbang dengan Lion air,30,Agustus 2016,Untuk nomor penerbangan JT711 Lion Air ini berdasarkan pengalaman blm pernah delay. Untuk pelayanan pramugarinya secara umum sangat ramah dan kebersihan pesawat bagus.,Pontianak - Jakarta,Domestic,Economy
BELi tiket oinlinya Mudah simpel banget..,50,Agustus 2016,"pelayanannya baik, petugasnya ramah senang dah pokoknya terbang dengan lionair..terutama cara pembelian tiket yang mudah dan gak ribet...siiiiiiiiiiip banget.",Bandar Lampung - Jakarta,Domestic,Economy
maskapai delay dengan rute lengkap,30,Desember 2015,"Terkenal dengan maskapai yang sering delay tak membuat maskapai ini sepi penumpang. Hal ini dikarenakan rute yang dimiliki Lion air sangat lengkap dan mencakup hampir ke seluruh pelosok Indonesia. Walau sering delay, namun Service lumayan memuaskan.",Pekanbaru - Jakarta,Domestic,Economy
Lion Air Budget Airline,40,Agustus 2016,Banyak yang bilang naik Lion Air pasti delay.. Tapi untuk kesekian kalinya naik Lion Air tanpa delay dan selamat sampai tujuan.,Yogyakarta Region - Jakarta,Domestic,Economy
Sesuai Budget,30,Agustus 2016,"Tidak ada delay untuk penerbangan ini. Boarding lancar, perjalanan lancar, pramugari sigap sesuai SOP. Saya diminta pindah duduk, dan duduk di samping pintu darurat, sehingga mendapat ruang yang lebijj luas untuk kaki saya. Bravo Lion Air.",Jakarta - Singapore,Southeast Asia,Economy
No Delay,40,Juli 2016,"Lion Air udah ga delay lagi seperti dulu, on time banget perjalanan dari Yogyakarta Menuju Bali, Service Memuaskan , Sukseslah terus untuk Lion Air",Yogyakarta Region - Denpasar,Asia,Economy
Penerbangan LCC yang cukup,30,Juni 2016,"Pada saat pergi, saya terbang sebelum lebaran tiba (peak season) sekitar akhir juni. Cukup murah, tidak terlalu mahal, on time.  Meskipun di dalam pesawat tidak ada hiburan ataupun makanan (harus beli jika ingin makanan), tapi tujuan utamanya tercapai, yaitu sampai di destinasi tujuan.  Tidak jelek, tetapi tidak bagus juga...",Jakarta - Singapore,Southeast Asia,Economy
so so,30,Agustus 2016,"Harga tiket tidak terlalu mahal, hanya saja tidak dapat snack. Cukup menyebalkan karena tempat duduk saya sudah diisi orang lain, pramugari hanya menjawab duduknya bebas. tapi untuk penerbangan ini on time. semoga pelayanan lebih ditingkatkan dan jangan mau kalah sama maskapai yang lain",Jakarta - Medan,Domestic,Economy
top of mind : Delay dan delay,20,Juni 2016,Pengalaman beberapa kali delay dengan pesawat ini membuat persepsi saya kepada maskapai ini adalah jangan mengharapkan tepat waktu. Saya berangkat dan harus menunggu selama 2 jam untuk delay yang tidak tahu penyebabnya apa. Saya harus katakan inilah maskapai yang buruk dan tidak pernah melakukan improvement atas segala kekurangannya. Layanan penumpangnya juga tidak memberikan servis yang memuaskan dengan antrian di konter check ini yang panjang,Jakarta - Makassar,Domestic,Economy
Penerbangan On Time,30,Agustus 2016,"Penerbangan on time tidak ada delay. Awak kabin lumayan ramah. Selama penerbangan 3.5 jam diberikan air mineral dan wafer. Kursi tidak terlalu lega, sangat sempit untuk penerbangan yang lama. Tidak direkomendasikan untuk manula menggunakan maskapai ini.",Jakarta - Bangkok,Southeast Asia,Economy
Fair Enough,30,Mei 2016,"Terbang pagi untuk perjalanan bisnis luar kota dengan Lion Air menjadi pilihan saya. Harga tiketnya sangat terjangkau. Keadaan dalam pesawat cukup nyaman, cukup bersih dan cabin crew nya ramah-ramah. Tidak ada makanan karena memang hanya kelas ekonomi. Penerbangan diatas berjalan halus tanpa goncangan yang berarti. Pilotnya pun cukup komunikatif.",Jakarta - Yogyakarta Region,Domestic,Economy
hampir pasti kena delay,20,Juli 2016,"jika ingin tiket murah tapi berpergian santai, cukup direkomendasikan. tapi untuk yang urusan bisnis, lebih baik antisipasi karena saya beberapa kali naik lion air, sudah pasti kena delay 30 menit - 2 jam. jadi harus sudah siap. tapi untuk urusan harga, lion air memang terbaik murahnya.",Jakarta - Yogyakarta Region,Domestic,Economy
Penerbangan Ontime tanpa Delay,40,Mei 2016,"Saya terbang bulan Mei 2016 dari Surabaya tujuan Banjarmasin, dimana sebelumnya saya ada sedikit prasangka buruk akan delay, mengingat penerbangan ini sering sekali mendapat komplain mengenai delay. Tapi saat check ini ternyata tidak ada tanda-tanda delay dan ternyata penerbangan nya ontime. Sungguh perbaikan yang sangat luar biasa, karena pada saat pulang dari Banjar ke Surabaya pun penerbangan ini juga ontime. Perbaiki terus Lion Air untuk kemajuan yang lebih baik.",Surabaya - Banjarmasin,Domestic,Economy
Sudah lebih baik,40,Agustus 2016,"untuk kesekian kalinya terbang dengan wings, awak kabinnya terlihat sudah jauh lebih baik dari yang dulu, awak kabin sudah terlihat baik dalam memberikan kenyamanan kepada penumpang, dan sabar dalam menghadapi penumpang yang keras kepala",Banjarmasin - South Kalimantan,Domestic,Economy
Biasa saja,30,Desember 2015,"Pengalaman saya naik pesawat Lion air ini hampir selalu terjadi delay, namun pilihan jam penerbangan banyak sehingga customer memiliki banyak pilihan. Awak pesawat juga tergolong ramah dan siap membantu.",Denpasar - Jakarta,Southeast Asia,Economy
Lumayan,30,Agustus 2016,Tidak seperti review kebanyakan orang tentang maskapai ini. mungkin maskapai ini sedang memperbaiki sistemnya. menurut saya kalau hanya untuk sekedar terbang tidak ada salahnya menggunakan maskapai ini. dan maskapai ini memberikan free bagasi tidak seperti lcc airlane lainnya yang tidak memberikan free bagage dan selama saya naik maskapai ini belum pernah merasakan delay yang sangat lama.,Jakarta - Balikpapan,Domestic,Economy
sesuai,30,Juli 2016,"sudah sering memakai lion air karena harga terjangkau, jarang delay namun apabila delay tentu sesuai dengan harga yang murah dan terjangkau",Lombok - Surabaya,Domestic,Economy
"Lumayan, karena tidak ada pilihan lain",30,Juni 2016,"Penerbangan dari palu - denpasar hampir tdk ad delay, krena pesawat pagi. tapi balik dri denpasar - palu, delaynya 3 jam lebih, dan hampir tdk ad pmberitahuan sama skli, dan kita d telantarkan d bandara tnpa konfensasi apa-apa, smga dngan bnyaknya teguran dri pemerintah dn bnyknya keluhan dri masyarakat lion air dapat bljar dr smua itu",Palu - Denpasar,Asia,Economy
sesuai harga,30,Agustus 2016,"pertama udah was was takut delay, tapi Alhamdulillah kali ini tidak delay dan on time. beberapa yang menjadi catatan, jika dibandingkan dengan kelas yang sama dari maskapai sebalah asal negeri tetangga kita Malaysia, pelayanan hampir sama lah, meski kalau maskapai sebalah 12 maskapai kita 11. dari segi kebersihan pesawat, hhmmm agak kurang sih, tapi masih bias ditolerir. dari segi Informasi yang diberikan cukup memadai. pokoknya sesuai dengan harga lah..",Jakarta - Banda Aceh,Domestic,Economy
Padat sekali saat check in,20,Agustus 2016,Saat check in di Soekarno Hatta sangat padat sekali. Layanan dalam pesawat garing banget. Atmosfirnya terasa panas. Ruang kaki juga sempit. Hanya saat online beli tiket muraah sekali. Dapat menjadi pilihan disaat bokek.,Jakarta - Surabaya,Domestic,Economy
dari Bandung,40,Maret 2016,"Penerbangan dari / ke Jogja menuju Bandung, hanya ada 1 maskapai, yaitu Lion Air (atau Wings Air yang merupakan 1 group dengan Lion). Kebetulan, penerbangan dari Bandung hanya ada 2x, dan semuanya tepat waktu. Tidak ada delay. Fasilitas yang ada, seadanya, karena merupakan penerbangan low cost tapi bagus.",Bandung - Yogyakarta Region,Domestic,Economy
Sudah mulai tepat waktu,30,Juli 2016,Penerbangan ini sudah mulai tepat waktu dan kita bisa tepat waktu sampai tujuan.sehingga jadwal acara bisa susuai jadwal,Surabaya - Jakarta,Domestic,Economy
askapai yang paling sering delay,30,Mei 2016,"Salah satu alasan menggunakan maskapai ini adalah harganya yang lumayan murah, apalagi jika kita pesan jauh-jauh hari. Namun yang sering bikin kesel adalah jadwal yang seringkali mundur dan itu menyebabkan jadwal yang sudah disusun menjadi berantakan. Namun untuk penerbangan pagi, lion jarang sekali delay, jadi kalau menggunakan maskapai ini saya lebih sering memilih penerbangan dengan jadwal paling pagi.",Jakarta - Manado,Domestic,Economy
maskapai paling jelek,10,Sep-15,"maskapai paling jelek yg perna saya naiki, mulai dari awak darat yg selalu plin plan sampai bagasi yang tertinggal di bandara sebelumnya. management yg tidak bisa bertanggung jawab saat bagasi tertinggal sampai delay berjam-jam tanpa ada pemberitahuan dan kompensasi.. ga banget deh naik maskapai ini lagi",Makassar - Palembang,Domestic,Economy
Jam Terbang Tepat Waktu,40,Juli 2016,"Saya dengan keluarga memang sebetulnya tidak ada rencana untuk pulang naik pesawat karena pada saat itu Kami sekeluarga ikut Kakak yang membawa mobil sendiri ke Jawa Timur. Namun karena berangkat terjebak macet di Brebes.Walaupun akhirnya sampai juga ke Jawa Timur. Dengan melihat kondisi anak yang masih kecil.Akhirnya, Kami memutuskan untuk naik pesawat.Karena referensi pesawat Lion Air murah.Maka Kami memutuskan untuk naik pesawat Lion Air.Walaupun agak sedikit khawatir juga.Karena pesawat ini terkenal dengan delay-nya.Tetapi, yang Kami khawatirkan tidak terjadi pesawat tepat waktu dan pendaratannyapun berjalan dengan mulus yang biasanya pendaratan pesawat kasar. Tetapi kami saat itu tidak mengalaminya. Anak Kami pun yang berusia 3 tahun merasa nyaman walaupun baru pertama kali naik pesawat.",Surabaya - Jakarta,Domestic,Economy
Jalur Penerbangan banyak pilihan,30,Mei 2016,"Dalam perjalanan udara menggunakan maskapai Lion Air hampir lebih banyak saya pilih dulu, selain memang banyak pilihan jalur penerbangannya dan membantu saat tugas mendadak muda mendapatkan tiketnya. Namun di beberapa tahun terakhir saya jangan menggunakan kecuali tidak ada lagi penerbangan maskapai lain yang dapat melayani. beberapa faktor diantanya jadwal penerbangan yang suka-suka alias sering delay, Walaupun kompensasi selama saya menikmati pelayanan Lion Air belum pernah mengecewakan saya, Kondisi dalam pesawat ruang tempat duduk sempit terkesan naik bus kota bahkan pernah saya mengalami ikut penerbangan malam dan kebetulan mendapatkan tempat duduk paling belakang sehingga saya harus duduk tegap dari Cengkareng-Jakarta sampai dengan Juanda-Surabaya lumayan, untungnya ada teman duduk disebelah yang enak diajak crita nyambung banget obrolan kami sehingga tidak terasa sampai ditujuan. Layanan Pramugari rata-rata bagus dan ramah. Namun perjalanan saya ke Makassar kali ini beda karena pesawat kondisi baru dan besar atau karena memang sudah lama tidak memilih Lion Air yang sekarang lebih bagus pelayanan dan fasilitasnya? Mungkin saja semoga Lion Air dapat memberikan layanan prima dan keamanan dengan nyaman tentunya.",Surabaya - Makassar,Domestic,Economy
Mudah mendapatkan Tiket saat keperluan mendadak,30,Oktober 2015,Saya sering menggunakan maskapai ini bila hendak pulang kampung atau bepergian ke Jawa Tengah. Tahun 1999 s/d 2010 saya menggunakan jasa pelayanan Lion Air. Bila keperluan mendadak mudah bagi saya untuk mendapatkan tiket di Cengkareng,Jakarta - Denpasar,Asia,Economy
Maskapai Terjangkau,30,Februari 2016,"Untuk teman2 semua yang ingin berwisata tetapi low budget seperti saya, Lion Air adalah solusinya. Untuk fasilitas2 mewah memang tidak kita dapatkan dari maskapai ini. Tapi tujuan dari wisata kita adalah bukan kemewahan dari isi pesawat, akan tetapi tiba di tempat tujuan dengan selamat. Pelayanan yang diberikan tidak terlalu jauh berbeda dengan kelas bisnis. Nah... maskapai ini harganya sangat terjangkau sekali untuk temen2 backpakcer seperti saya.",Jakarta - Palembang,Domestic,Economy
Delayed 3 hour,10,Juli 2016,"Ketika awal berangkat dari Surabaya Semarang delay 1 jam tanpa ada pemberitahuan dan kompensasi apapun. Ketika saya tanya mana kompensasinya? Dengan seenaknya di jawab khan cuma 1 jam pak. Iya 1 jam juga ada kompensasinya, mana? Kompensasinya air mineral pak. Iya mana air mineralnya? Masih belum datang dari penyedianya Pak. Bukan masalah apa kompensasinya tapi waktu yang terbuang  Ketika perjalanan kembali Semarang - Surabaya malah lebih parah lagi Delayed total 3 jam Kompensasinya? Nasi kotak isi ayam goreng dan air mineral 3 jam waktu di hargai dengan nasi dan ayam goreng Padahal banyak yang harus dikejar Tidak akan pernah dan tidak akan mau pakai Lions Grup lagi Seandainya tidak ada maskapai sekalipun lebih baik naik kendaraan darat dari pada pelayanan buruk seperti di Lions",Semarang - Surabaya,Domestic,Economy
